MOVIES,YEAR,RATING,VOTES,RunTime,Gross
Monty Python and the Holy Grail,-1975,8.2,"513,289",91,$1.23M
Unorthodox,-2020,8,"65,121",53,
What Happened to Monday,-2017,6.9,"112,557",123,
The Society,-2019,7.1,"23,081",58,
12 Monkeys,(2015–2018),7.7,"42,021",42,
Dirk Gently's Holistic Detective Agency,(2016–2017),8.2,"45,519",60,
The Best of Enemies,-2019,7.2,"13,196",133,$10.21M
Sword Art Online,(2012– ),7.6,"39,325",24,
His House,-2020,6.5,"32,061",93,
Troy: Fall of a City,(2018– ),3.8,"12,889",60,
Impractical Jokers,(2011– ),8.5,"35,544",30,
Unbreakable Kimmy Schmidt,(2015–2019),7.6,"65,718",30,
The Harder They Fall,-2021,,,,
Atomic Blonde,-2017,6.7,"182,505",115,$51.69M
Rango,-2011,7.2,"245,778",107,$123.48M
The Defenders,-2017,7.3,"94,589",50,
The Lucky One,-2012,6.5,"103,765",101,$60.46M
Hush,(I) (2016),6.6,"112,354",82,
The Order,(2019–2020),6.8,"23,592",60,
Santa Clarita Diet,(2017–2019),7.8,"60,032",30,
Hillbilly Elegy,-2020,6.7,"37,137",116,
Insatiable,(2018–2019),6.5,"24,221",45,
Spy Kids,-2001,5.5,"111,413",88,$112.72M
The Boondocks,(2005–2014),8.4,"27,816",22,
White House Down,-2013,6.3,"211,395",131,$73.10M
Hemlock Grove,(2013–2015),7.1,"37,861",46,
Mighty Morphin Power Rangers,(1993–1996),6.5,"20,874",30,
Love Island,(II) (2019– ),5,615,,
Gilmore Girls: A Year in the Life,-2016,7.6,"32,877",370,
A Perfect Fit,-2021,5.2,294,112,
The Human Centipede (First Sequence),-2009,4.4,"75,214",92,$0.18M
Explained,(2018– ),8,"7,568",18,
Zenra kantoku,(2019– ),7.7,"5,160",48,
Cars 3,-2017,6.7,"83,135",102,$152.90M
Southpaw,-2015,7.4,"223,775",124,$52.42M
Disenchantment,(2018– ),7.2,"51,002",30,
The Kissing Booth 3,-2021,,,112,
The A-Team,-2010,6.7,"250,321",117,$77.22M
In the Shadow of the Moon,-2019,6.2,"44,980",115,
Steven Universe,(2013–2020),8.2,"28,064",11,
Outside the Wire,-2021,5.4,"37,342",114,
Below Her Mouth,-2016,5.5,"11,129",94,
Girl From Nowhere,(2018– ),7.7,"2,703",45,
This Means War,-2012,6.3,"179,783",103,$54.76M
Shaft,-2019,6.4,"48,354",111,$21.36M
Lawrence of Arabia,-1962,8.3,"276,605",228,$44.82M
Mars Attacks!,-1996,6.3,"215,049",106,$37.77M
Versailles,(2015–2018),7.9,"14,803",52,
Sweet Girl,-2021,,,96,
The Guernsey Literary and Potato Peel Pie Society,-2018,7.4,"39,672",124,
Steins;Gate,(2011–2015),8.8,"49,834",24,
Beauty and the Beast,-1991,8,"425,384",84,$218.97M
The SpongeBob Movie: Sponge on the Run,-2020,6,"14,375",91,
Finding Dory,-2016,7.3,"250,953",97,$486.30M
The Shannara Chronicles,(2016–2017),7.2,"56,121",42,
The Wrong Missy,-2020,5.7,"35,070",90,
Kol,-2020,7.1,"23,350",112,
Public Enemies,-2009,7,"288,097",140,$97.10M
A Second Chance: Rivals!,-2019,5,218,89,
I Am Not Okay with This,-2020,7.5,"47,433",30,
127 Hours,-2010,7.5,"357,144",94,$18.34M
Army of the Dead: Lost Vegas,(2022– ),,,,
Jurassic Park III,-2001,5.9,"302,292",92,$181.17M
Lovesick,(2014–2018),8.1,"17,516",24,
Revenge,(II) (2017),6.4,"39,034",108,$0.10M
Total Recall,(I) (2012),6.2,"244,708",118,$58.88M
Happy Valley,(2014– ),8.4,"35,283",58,
Barbarians,(2020– ),7.2,"20,051",280,
That Time I Got Reincarnated as a Slime,(2018– ),8.1,"6,084",25,
Vis a vis,(2015–2019),8.2,"18,606",53,
Footloose,-1984,6.6,"73,935",107,$80.04M
Brand New Cherry Flavor,-2021,,,,
Hell on Wheels,(2011–2016),8.3,"48,854",42,
Too Hot to Handle Brazil,(2021– ),5.4,124,,
Fairy Tail: Fearî teiru,(2009–2019),8,"21,958",24,
Brooklyn,-2015,7.5,"135,157",117,$38.32M
Pinocchio,-2021,,,,
On Becoming a God in Central Florida,-2019,7.2,"4,580",46,
Child's Play,-2019,5.7,"46,932",90,$29.21M
The Danish Girl,-2015,7.1,"171,124",119,$11.11M
The Bad Batch,-2016,5.3,"28,243",118,$0.18M
Into the Night,(II) (2020– ),7.1,"23,336",,
Shûmatsu no Valkyrie,(2021– ),6.2,"3,126",24,
Penguin Bloom,-2020,6.8,"7,309",95,
Je8ileui Bam,-2021,5.4,"1,797",115,
Now You See Me 2,-2016,6.5,"261,079",129,$65.08M
Undercover,(2019– ),7.8,"12,708",50,
Holidate,-2020,6.1,"51,143",104,
The Gift,(2019–2021),7.2,"19,841",40,
Keeping Up with the Kardashians,(2006–2021),2.8,"27,754",44,
The Tourist,(I) (2010),6,"230,565",103,$67.63M
The Emperor's New Groove,-2000,7.4,"187,523",78,$89.30M
Stateless,-2020,7.6,"7,693",316,
Rake,(2010–2018),8.5,"6,924",60,
Deepwater Horizon,-2016,7.1,"158,184",107,$61.43M
Mob Psycho 100,(2016–2019),8.6,"19,553",24,
Blue Miracle,-2021,6.7,"4,816",95,
3Below: Tales of Arcadia,(2018–2019),7.7,"5,095",24,
Finding 'Ohana,-2021,6.1,"8,280",123,
1922,-2017,6.3,"56,699",102,
Hubie Halloween,-2020,5.2,"42,044",103,
Hold the Dark,-2018,5.6,"34,753",125,
Boku dake ga inai machi,-2016,8.5,"35,113",264,
The Amazing World of Gumball,(2011–2019),8.2,"24,448",11,
The Dictator,-2012,6.4,"287,003",83,$59.65M
Miss Fisher's Murder Mysteries,(2012–2015),8.3,"14,457",60,
Saikojiman Gwaenchanha,-2020,8.8,"14,079",70,
Julie and the Phantoms,(2020– ),8.5,"7,576",,
Green Room,-2015,7,"112,522",95,$3.22M
The Witcher: Nightmare of the Wolf,-2021,,,81,
Utopia,(I) (2013–2014),8.4,"43,067",50,
The Post,-2017,7.2,"141,624",116,$81.90M
Dracula,-2020,6.8,"43,668",270,
Spartacus,-1960,7.9,"128,685",197,$30.00M
Tonari no Totoro,-1988,8.2,"305,790",86,$1.11M
The Quick and the Dead,-1995,6.4,"88,608",107,$18.64M
I Am All Girls,-2021,5.9,"4,331",107,
Project Power,-2020,6,"77,538",113,
F Is for Family,(2015– ),8,"31,263",30,
Salvation,(2017–2018),7,"19,954",43,
Knocked Up,-2007,6.9,"356,979",129,$148.73M
The A List,(2018– ),5.5,"2,333",25,
The Sandman,(2021– ),,,,
The White Tiger,-2021,7.1,"51,960",125,
Fatal Attraction,-1987,6.9,"79,936",119,$156.65M
Malcolm & Marie,-2021,6.7,"30,082",106,
Falling Inn Love,-2019,5.6,"17,284",98,
Bad Blood,(2017– ),7.5,"8,238",47,
Dark Desire,(2020– ),6.4,"4,317",30,
Daybreak,(I) (2019),6.7,"17,040",60,
Dreamgirls,-2006,6.5,"70,985",130,$103.37M
Smokin' Aces,-2006,6.7,"140,790",109,$35.66M
Wu Assassins,-2019,6.5,"10,655",44,
Serenity,-2019,5.4,"38,364",106,$8.55M
Time Trap,-2017,6.3,"32,322",87,
Sorjonen,(2016–2020),7.6,"8,460",60,
The Professor and the Madman,-2019,7.3,"39,678",124,
The Gray Man,-2022,,,,
Dynasty Warriors,-2021,4.8,"1,437",119,
Hotel Transylvania 3: Summer Vacation,-2018,6.3,"62,255",97,$167.51M
Xtremo,-2021,5.8,"3,221",111,
Formula 1: Drive to Survive,(2019– ),8.6,"26,266",40,
Triple 9,-2016,6.3,"69,234",115,$12.63M
Blue Mountain State,(2010–2011),8.3,"49,898",22,
Dokutaa Sutoon,(2019– ),8.2,"13,258",23,
Knightfall,(2017–2019),6.8,"17,970",60,
Okja,-2017,7.3,"111,004",120,
On My Block,(2018– ),8,"12,097",30,
Ófærð,(2015– ),8.1,"17,309",60,
Easy Rider,-1969,7.3,"104,511",95,$41.73M
Roman Empire,(2016– ),7,"6,536",48,
Hollywood,-2020,7.5,"32,278",347,
A Walk to Remember,-2002,7.3,"203,383",101,$41.23M
The Chair,(2021– ),,,30,
Moxie,-2021,6.7,"20,638",111,
Torchwood,(2006–2011),7.7,"39,266",50,
To All the Boys I've Loved Before,-2018,7.1,"94,786",99,
The Silence,(II) (2019),5.3,"40,712",90,
Jurassic World: Camp Cretaceous,(2020– ),7.5,"5,414",24,
Lilo & Stitch,-2002,7.3,"175,052",85,$145.79M
Gypsy,-2017,6.8,"14,978",51,
Zone Blanche,(2017– ),7.5,"8,771",52,
Apostle,-2018,6.3,"46,866",130,
Breakfast at Tiffany's,-1961,7.6,"171,297",115,
Operation Finale,-2018,6.6,"36,593",122,$17.61M
Le Guide de la famille parfaite,-2021,6.4,611,102,
Locke,-2013,7.1,"140,930",85,$1.36M
A Cinderella Story,-2004,5.9,"82,876",95,$51.44M
Glitch,(2015–2019),7.3,"15,882",45,
To Kill a Mockingbird,-1962,8.3,"301,591",129,
Escape Plan,-2013,6.7,"233,030",115,$25.13M
Alias Grace,-2017,7.7,"28,424",267,
Algoissjiman,(2021– ),7.7,472,70,
Hachi: A Dog's Tale,-2009,8.1,"263,445",93,
Bad Trip,-2021,6.6,"19,931",86,
Sacred Games,(2018–2019),8.6,"80,715",50,
Happy!,(2017–2019),8.2,"35,020",60,
Gi-eok-ui bam,-2017,7.5,"24,377",108,
Generazione 56K,(2021– ),7.4,"1,200",30,
Geçen Yaz,-2021,6.4,"1,663",101,
Staged,(2020–2021),8.6,"5,037",22,
Life of Brian,-1979,8.1,"378,134",94,$20.05M
Control Z,(2020– ),6.9,"5,710",37,
Icarus,-2017,7.9,"43,265",120,
Blonde,(II) (2022),,,,
Trinkets,(2019–2020),7.1,"8,312",30,
Criminal: UK,(2019– ),7.6,"15,941",43,
Colombiana,-2011,6.4,"97,146",108,$36.67M
Resident Evil: The Final Chapter,-2016,5.5,"87,437",107,$26.83M
The Whole Truth,-2016,6.2,"26,541",93,
Death Note,(I) (2017),4.4,"79,452",101,
Shigatsu wa kimi no uso,(2014–2015),8.6,"21,095",23,
Collateral,-2018,6.8,"15,562",230,
Hannah Montana,(2006–2011),5.2,"38,015",23,
One Day at a Time,(2017–2020),8.2,"14,209",30,
Easy,(2016– ),6.9,"12,779",30,
Wizards,-2020,8.2,"2,795",233,
The Poison Rose,-2019,4.7,"7,413",98,
I Am Mother,-2019,6.7,"81,421",113,
Man Like Mobeen,(2017– ),8,"1,996",21,
Shtisel,(2013– ),8.6,"5,881",45,
My Octopus Teacher,-2020,8.1,"42,025",85,
Dirty Grandpa,-2016,5.9,"117,026",102,$35.59M
The Dragon Prince,(2018– ),8.4,"18,512",26,
Late Night,-2019,6.5,"33,065",102,$15.50M
The Dark Crystal: Age of Resistance,-2019,8.4,"22,469",60,
The Ridiculous 6,-2015,4.8,"46,072",119,
The Spy,-2019,7.9,"35,965",53,
Tribes of Europa,(2021– ),6.8,"10,043",,
Deadly Class,(2018–2019),7.6,"15,025",60,
#Saraitda,-2020,6.3,"30,530",98,
The Duff,-2015,6.5,"86,929",101,$34.02M
Durante la tormenta,-2018,7.4,"47,502",128,
You're Next,-2011,6.6,"92,232",95,$18.47M
Borgen,(2010– ),8.5,"21,123",58,
The Lincoln Lawyer,-2011,7.3,"222,054",118,$58.01M
Pixels,-2015,5.5,"135,509",105,$78.75M
Lost Girls,-2020,6.1,"18,958",95,
The Ten Commandments,-1956,7.9,"66,532",220,$93.74M
Live by Night,-2016,6.4,"54,010",129,$10.38M
Sabotage,-2014,5.7,"61,545",109,$10.51M
Despicable Me 2,-2013,7.3,"377,936",98,$368.06M
Extinction,-2018,5.8,"49,162",95,
Spartacus: Gods of the Arena,-2011,8.5,"130,057",331,
Oz the Great and Powerful,-2013,6.3,"201,707",130,$234.91M
Secret City,(2016–2019),7.4,"7,001",49,
All the Bright Places,-2020,6.5,"24,223",107,
Violet Evergarden,-2018,8.5,"14,942",24,
CHIPS,-2017,6,"44,487",100,$18.60M
Tuca & Bertie,(2019–2021),7.4,"5,730",26,
Mako Mermaids,(2013–2016),6.8,"3,445",30,
The School for Good and Evil,-2022,,,,
Security,-2021,4.9,"1,272",118,
Wanted,(2016–2018),7.7,"5,050",60,
Malevolent,(III) (2018),4.8,"11,672",89,
Acts of Violence,-2018,5.3,"11,683",86,
The Kissing Booth 2,-2020,5.8,"24,006",134,
Da 5 Bloods,-2020,6.5,"46,703",154,
Taken 3,-2014,6,"183,595",108,$89.26M
Roma,-2018,7.7,"146,484",135,
Out of the Furnace,-2013,6.8,"110,076",116,$11.33M
October Faction,-2020,6.2,"9,432",39,
Noah,-2014,5.7,"247,033",138,$101.20M
Takers,-2010,6.2,"59,882",107,$57.74M
White Lines,-2020,6.6,"15,362",60,
Lord of War,-2005,7.6,"300,344",122,$24.15M
Blue Jasmine,-2013,7.3,"195,580",98,$33.41M
Trouble,(I) (2019),5.9,"2,729",87,
The Expendables 2,-2012,6.6,"296,948",103,$85.02M
SAS: Red Notice,-2021,4.9,"6,563",124,
MILF,-2018,4.7,"5,187",101,
Seungriho,-2021,6.6,"20,522",136,
El Chapo,(2017– ),7.8,"16,037",43,
Cuckoo,(II) (2012– ),7.2,"8,399",30,
Conan the Barbarian,-2011,5.2,"96,638",113,$21.30M
The Loud House,-2021,,,83,
What/If,-2019,6.3,"13,714",55,
Peppa Pig,(2004– ),6.2,"4,125",9,
Battle of Britain,-1969,7,"21,366",132,$4.36M
The Cloverfield Paradox,-2018,5.5,"98,742",102,
Close Enough,(2020– ),7.8,"6,457",23,
The Rain,(2018–2020),6.3,"32,861",45,
River,-2015,8,"21,497",60,
2067,-2020,4.9,"6,977",114,
Begin Again,(II) (2013),7.4,"147,794",104,$16.17M
Newness,-2017,6.3,"15,240",117,
The Invitation,(I) (2015),6.6,"100,313",100,$0.23M
Eli,(I) (2019),5.7,"31,499",98,
Flashdance,-1983,6.2,"49,826",95,$94.90M
Hummingbird,(I) (2013),6.2,"68,546",100,$0.03M
Navarasa,-2021,,,,
Still Game,(2002–2019),8.8,"6,624",30,
Valeria,(2020– ),6.2,"3,229",47,
The Musketeers,(2014–2016),7.8,"21,223",55,
Paddington 2,-2017,7.8,"66,462",103,$40.44M
Gake no ue no Ponyo,-2008,7.7,"131,204",101,$15.09M
Mechanic: Resurrection,-2016,5.7,"79,668",98,$21.22M
Hit and Run,(2021– ),,,,
Grand Army,-2020,7.6,"4,640",,
Kaguya-sama wa kokurasetai ~ Tensai tachi no ren'ai zunô sen ~,(2019– ),8.4,"6,665",24,
The English Game,(2020– ),7.6,"12,846",281,
Ma Rainey's Black Bottom,-2020,7,"44,829",94,
The Prom,-2020,5.9,"24,451",130,
In the Tall Grass,-2019,5.4,"50,124",101,
The Adam Project,-2022,,,,
Bronx,-2020,6.1,"7,517",116,
Scary Movie 5,-2013,3.5,"67,762",88,$32.02M
Sseulsseulhago Chalranhashin: Dokkaebi,(2016–2017),8.6,"14,034",60,
The War of the Worlds,-2019,5.1,"8,131",48,
The Thundermans,(2013–2018),5.8,"4,055",23,
Black Space,(2020– ),6.8,"1,074",45,
Salem,(2014–2017),7.2,"22,579",60,
Kill Me Three Times,-2014,5.9,"22,359",90,$0.02M
Killers,-2010,5.5,"89,080",100,$47.06M
Teen Titans Go!,(2013– ),5.4,"18,481",10,
Cosmos: A Spacetime Odyssey,-2014,9.3,"114,386",557,
White Noise,-2022,,,,
Trese,(2021– ),7.1,"2,521",33,
The I-Land,-2019,4.6,"15,743",281,
Ferry,-2021,7,"8,077",106,
Seulgiroun Euisasaenghal,(2020–2021),8.7,"2,903",84,
Norsemen,(2016–2020),7.8,"15,751",30,
The Valhalla Murders,(2019–2020),7.1,"10,077",50,
Teenage Bounty Hunters,-2020,7.7,"9,250",,
Terrifier,-2016,5.7,"15,459",82,
El desorden que dejas,-2020,6.8,"7,362",56,
The Suite Life of Zack & Cody,(2005–2008),6.5,"33,934",30,
Klaus,-2019,8.2,"116,438",96,
Majo no takkyûbin,-1989,7.9,"130,851",103,
Havoc,-2022,,,,
Hot Girls Wanted,-2015,6.1,"16,677",84,
Operation Brothers,-2019,6.6,"25,897",129,
My Little Pony: Friendship Is Magic,(2010–2020),7.6,"19,523",22,
Itaewon Keullasseu,-2020,8.2,"8,028",70,
Fresh Meat,(2011–2016),7.8,"16,355",50,
The Mist,-2017,5.4,"23,195",42,
The Fundamentals of Caring,-2016,7.3,"65,440",97,
Sharknado,(2013 TV Movie),3.3,"47,705",86,
De slag om de Schelde,-2020,7.5,"1,937",124,
Elize Matsunaga: Era Uma Vez Um Crime,-2021,5.8,"1,241",197,
The Lorax,-2012,6.4,"103,009",86,$214.03M
Crashing,-2016,7.7,"16,276",30,
The War Next-Door,(2021– ),5.8,228,,
DARLING in the FRANXX,-2018,7.4,"6,631",24,
Akame ga Kill!,-2014,7.8,"19,158",24,
Naomi Osaka,-2021,6.2,760,113,
Circle,(II) (2015),6,"48,882",87,
Alice Through the Looking Glass,-2016,6.2,"98,302",113,$77.04M
Continuum,(I) (2012–2015),7.6,"58,762",45,
Macbeth,(I) (2015),6.6,"54,067",113,$1.11M
Blood of Zeus,(2020– ),7.5,"14,272",30,
Fawlty Towers,(1975–1979),8.7,"87,386",30,
Flowers,(2016–2018),8.2,"4,751",30,
Over the Moon,-2020,6.4,"18,533",95,
Dota: Dragon's Blood,(2021– ),8,"11,971",25,
The Infiltrator,-2016,7,"70,858",127,$15.43M
Giri/Haji,-2019,7.9,"11,847",461,
The Do-Over,-2016,5.7,"42,672",108,
Tales of the City,-2019,7.4,"6,914",60,
Doom,-2005,5.2,"110,028",105,$28.21M
Snabba Cash,(2021– ),7.6,"6,551",52,
3%,(2016–2020),7.4,"22,943",49,
How It Ends,-2018,5,"46,842",113,
Deadly Illusions,-2021,3.7,"10,519",114,
Man Down,(2013–2017),7.6,"3,520",30,
Kaze no tani no Naushika,-1984,8.1,"157,520",117,$0.50M
The Last Stand,-2013,6.3,"135,448",107,$12.05M
De rouille et d'os,-2012,7.5,"65,455",120,$2.06M
Young Guns II,-1990,6.5,"33,616",104,$44.14M
My Little Pony: A New Generation,-2021,,,90,
The Unicorn,(2019–2021),7.2,"3,689",22,
Pan,-2015,5.7,"61,772",111,$35.09M
Voces,-2020,6.1,"11,470",97,
Vikings: Valhalla,,,,,
The Protector,(2018–2020),6.7,"32,936",40,
The Outsider,(I) (2018),6.3,"22,393",120,
The One,(2021– ),6.6,"10,810",,
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",-1997,8.1,"43,888",87,
Paranoid,-2016,6.7,"7,413",45,
The Iceman,-2012,6.8,"72,326",106,$1.94M
Las chicas del cable,(2017–2020),7.6,"12,876",50,
Hannibal Rising,-2007,6.2,"106,197",121,$27.67M
Living with Yourself,(2019– ),7.2,"27,102",26,
The Laundromat,(I) (2019),6.3,"46,757",96,
The Package,(II) (2018),5.5,"15,474",94,
Cocomelon,(2019– ),4.5,273,,
Kodachrome,-2017,6.8,"14,021",105,
Reckoning,-2019,6.6,"4,209",460,
Mute,(II) (2018),5.5,"32,496",126,
Messiah,-2020,7.6,"39,729",43,
Mowgli,-2018,6.5,"58,420",104,
Bungou Stray Dogs,(2016– ),7.8,"3,754",24,
The Day the Earth Stood Still,-2008,5.5,"165,900",104,$79.37M
Miseuteo Shunshain,-2018,8.8,"5,228",80,
Anon,(I) (2018),6.1,"40,017",100,
Always Be My Maybe,-2019,6.8,"49,867",101,
Ridley Jones,(2021– ),4.8,108,27,
Suburra - La serie,(2017–2020),7.9,"12,933",50,
Fire Force,(2019– ),7.7,"4,529",23,
The Adventures of Sharkboy and Lavagirl 3-D,-2005,3.7,"34,853",93,$39.18M
One of Us,-2016,7,"7,338",231,
Taken 2,-2012,6.3,"295,140",92,$139.85M
Bonding,(2018–2021),7.2,"14,488",107,
The Last Thing He Wanted,-2020,4.3,"13,680",115,
The Ugly Truth,-2009,6.4,"209,052",96,$88.92M
Aftermath,(IV) (2021),6.5,20,114,
The Professor,-2018,6.7,"27,464",90,
Seven Seconds,-2018,7.7,"14,101",60,
Kota Factory,-2019,9.2,"52,724",45,
Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai,(2018– ),8.2,"6,463",24,
The Daily Life of the Immortal King,(2020– ),7.4,559,18,
Dumplin',-2018,6.6,"30,553",110,
Sweet Virginia,-2017,6.2,"9,324",93,$0.01M
Making a Murderer,(2015–2018),8.6,"89,223",60,
To the Bone,(I) (2017),6.8,"43,863",107,
The Perfection,-2018,6.2,"38,531",90,
The Sleepover,-2020,5.6,"9,040",100,
"tick, tick...Boom!",-2021,,,115,
Devilman: Crybaby,-2018,7.6,"15,076",25,
Deliver Us from Evil,(I) (2014),6.2,"73,461",118,$30.58M
Set It Up,-2018,6.5,"45,957",105,
Baegabondeu,-2019,8.3,"5,333",60,
Concrete Cowboy,-2020,6.3,"7,008",111,
Tae-yang-eui hoo-ye,-2016,8.3,"11,327",60,
Bimilui Soop,(2017– ),8.6,"6,339",60,
The Human Centipede II (Full Sequence),-2011,3.8,"36,912",91,$0.12M
Tate no Yuusha no Nariagari,(2019– ),8.1,"8,129",24,
Kara Para Ask,(2014–2015),7.3,"5,300",90,
Shadowplay,(2020– ),6.5,"1,072",45,
Selena: The Series,(2020–2021),6.8,"3,948",40,
Skater Girl,-2021,6.7,"2,947",107,
Calibre,-2018,6.8,"24,891",101,
Sightless,-2020,5.5,"6,552",89,
Tiny Pretty Things,(2020– ),5.9,"8,033",60,
Baki,(2018–2020),6.7,"4,329",45,
Mudbound,-2017,7.4,"45,231",134,
Close,(I) (2019),5.7,"22,708",94,
Dead Man Down,-2013,6.5,"65,672",118,$10.88M
Sexify,(2021– ),6.5,"4,053",40,
Paradise PD,(2018– ),6.9,"15,799",28,
Selling Sunset,(2019– ),6.3,"3,693",30,
Greenleaf,(2016–2020),7.4,"4,624",60,
Raising Dion,(2019– ),7.2,"9,560",50,
Country Comfort,-2021,6.9,"2,617",,
Family Reunion,(2019– ),6.6,"2,049",28,
A Week Away,-2021,5.8,"3,565",94,
Step Up,-2006,6.5,"113,232",104,$65.33M
The Social Dilemma,-2020,7.6,"72,604",94,
The Promise,(II) (2016),6,"174,181",133,
Mignonnes,-2020,3.2,"28,451",96,
Everything Sucks!,-2018,7.5,"16,163",30,
Night Stalker: The Hunt for a Serial Killer,-2021,7.5,"20,124",189,
Kakegurui,(2017– ),7.2,"6,269",24,
The Night Comes for Us,-2018,7,"23,261",121,
Child 44,-2015,6.5,"67,925",137,$1.21M
To All the Boys: Always and Forever,-2021,6.3,"19,098",109,
The Flower of Evil,-2020,8.8,"4,151",70,
Berlin Syndrome,-2017,6.3,"23,476",116,$0.03M
Office Christmas Party,-2016,5.9,"72,433",105,$54.77M
White Girl,-2016,5.7,"10,127",88,$0.20M
Pine Gap,-2018,7.2,"4,182",360,
Cargo,(I) (2017),6.3,"39,943",105,
Away,-2020,6.6,"22,137",498,
Mercury Rising,-1998,6.1,"70,935",111,$32.94M
"Game Over, Man!",-2018,5.4,"27,756",101,
Friends from College,(2017–2019),6.9,"19,088",30,
Limitless,(2015–2016),7.7,"63,498",42,
Spectral,-2016,6.3,"55,165",107,
The Siege of Jadotville,-2016,7.2,"35,164",108,
Velvet Buzzsaw,-2019,5.7,"56,534",113,
Secret Obsession,-2019,4.4,"19,545",97,
Don't F**k with Cats: Hunting an Internet Killer,-2019,8,"42,827",187,
Suburbicon,-2017,5.7,"41,867",105,$5.78M
Bajocero,-2021,6.2,"16,022",106,
The Titan,-2018,4.8,"29,407",97,
W lesie dzis nie zasnie nikt,-2020,4.8,"8,260",102,
The King: Youngwonui Gunjoo,-2020,8.3,"8,068",70,
Horse Girl,(I) (2020),5.9,"15,901",103,
Small Town Crime,-2017,6.6,"10,480",91,
The Two Popes,-2019,7.6,"113,825",125,
A Fall from Grace,-2020,5.9,"13,360",120,
Alexa & Katie,(2018–2020),7.5,"3,660",25,
Goosebumps,(1995–1998),7.7,"12,427",22,
The Italian Job,-1969,7.3,"43,775",99,
Better Watch Out,(II) (2016),6.5,"33,703",89,$0.02M
Safe,(I) (2012),6.5,"106,164",94,$17.14M
Love Wedding Repeat,-2020,5.5,"18,758",100,
Killerman,-2019,5.4,"4,495",112,$0.28M
Blitz,-2011,6.2,"83,777",97,
The Devil's Own,-1997,6.2,"62,161",111,$42.87M
Kaze tachinu,-2013,7.8,"77,732",126,$5.21M
Monster,(II) (2018),6.5,"4,559",98,
The Boss Baby: Back in Business,(2018–2021),6.5,"2,948",25,
Spinning Out,-2020,7.6,"11,776",48,
Tenkû no shiro Rapyuta,-1986,8,"155,408",125,
I Don't Feel at Home in This World Anymore,-2017,6.9,"52,197",93,
The Meyerowitz Stories (New and Selected),-2017,6.9,"45,047",112,
Alta mar,(2019–2020),6.8,"6,483",50,
Super Dark Times,-2017,6.6,"20,965",103,$0.03M
Clickbait,-2021,,,,
Zwartboek,-2006,7.7,"74,139",145,$4.40M
The Half of It,(I) (2020),6.9,"31,488",104,
Flaked,(2016– ),7.2,"10,782",30,
Before I Wake,-2016,6.2,"42,362",97,
Gwimul,(2021– ),8.2,"1,153",70,
Someone Great,-2019,6.2,"19,530",92,
Feel the Beat,-2020,6.3,"9,400",109,
"See No Evil, Hear No Evil",-1989,6.9,"51,788",103,$46.91M
Aseudal Yeondaegi,(2019– ),8.4,"3,266",80,
Dare Me,(2019–2020),6.7,"4,049",42,
Dolemite Is My Name,-2019,7.3,"56,613",118,
Le Bazar de la Charité,-2019,7.7,"3,736",48,
Beasts of No Nation,-2015,7.7,"76,530",137,$0.08M
Killjoys,(2015–2019),7.2,"20,794",42,
Don't Trust the B---- in Apartment 23,(2012–2013),7.3,"35,329",22,
Vivir sin permiso,(2018–2020),7.5,"3,769",75,
We Summon the Darkness,-2019,5.2,"8,597",91,
Voltron: Legendary Defender,(2016–2018),8.1,"8,043",23,
Kalifat,(2020– ),8.2,"15,200",46,
Final Score,-2018,5.8,"10,598",104,
Sick Note,(2017–2018),6.8,"6,468",30,
When We First Met,-2018,6.4,"44,822",97,
Myth & Mogul: John DeLorean,(2021– ),7,213,,
Isn't It Romantic,-2019,5.9,"65,584",89,$48.79M
Great News,(2017–2018),7,"5,958",22,
Karppi,(2018–2020),7.2,"7,267",45,
La trêve,(2016– ),7.6,"5,936",52,
Red Dot,-2021,5.5,"11,555",86,
The Midnight Gospel,(2020– ),8.2,"13,931",23,
Rise of Empires: Ottoman,-2020,7.9,"20,016",44,
Ludo,-2020,7.6,"33,766",149,
Derek,(2012–2014),8,"29,242",23,
